,subject,label,body
3931,snoop dogg,3,"@Louisheartsme @virtualmom @rianne666 may 9th, the Snoop Dogg thing http://t.co/mzk8Opgu8F (check the imgur link (:)"
3933,snoop dogg,3,"Second Thoughts Careful now, or you might get a bad rap: Snoop Dogg is shown in a June 27 file photo. Sno... http://t.co/FhQlAvoarB #Rap"
3934,snoop dogg,3,"Snoop Dogg's Son Cordell Broadus Quits UCLA Football: He told head coach Jim Mora on Thursday that he decided to pursue ""other passio..."
3940,snoop dogg,3,"And it say ""April: Snoop Dogg quits weed!"" Then it says ""May: Snoop Dogg back on weed!"" I feel like that's me about a lot of things lmao"
3944,snoop dogg,3,I forgot Salt N Peppa and Snoop Dogg coming to the fair on the 2nd..
3946,snoop dogg,3,"@ysengrim at some point there may be a Snoop Dogg one since the man himself expressed interest, announcer packs are the dopest"
3947,snoop dogg,3,"Sandow's kick on the 5th is higher than Snoop Dogg in Amsterdam, and Charnley claims it before being rolled over the try line. GLDO. 0-12"
3950,snoop dogg,1,"My Dad may listen to Snoop Dogg, and 50 Cent now but thank GOD he raised me on good music before this mid-life music crisis"
3953,snoop dogg,3,"This picture may also be substituted with Biggie Smalls, Dr Dre, or Snoop Dogg. https://t.co/3lavcvIhfV"
3954,snoop dogg,3,Snoop Dogg and Matt Barnes arrive at the 3rd Annual Athletes vs Cancer: Celebrity Flag Football Game http://t.co/GL9ga2GWVR
3955,snoop dogg,3,Young Buck may face five years in prison due to smoking marijuana with Snoop Dogg http://t.co/CYG7x2hKYG
3960,snoop dogg,3,"And just a FYI, that blank headline spot for DOTD Sunday is Snoop Dogg"
3962,snoop dogg,3,"Snoop Dogg will be performing I'm Syracuse on the 2nd. I don't care about his music, but I wonder if I can get a pic with him if I go"
3965,snoop dogg,5,Snoop Dogg is playing at the State Fair on Wednesday and I wANnA GO sOooOoO BAd
3967,snoop dogg,3,@OhThatKatieKat @IzzyArmendariz_ I blame Snoop Dogg for getting Izzy to stick her body out the sun roof
3971,snoop dogg,3,Snoop Dogg will NOT be performing at the @NYSFair on Wednesday night at Chevy Court. #LocalSYR
3972,snoop dogg,3,"No Snoop Dogg tomorrow,  out with illness. I was really looking forward to Snoop after classes tomorrow. It's how this day just went today.."
3973,snoop dogg,3,Snoop Dogg's performance at the New York State Fair on Wednesday has been canceled http://t.co/94ySQDCFIU
3974,snoop dogg,3,Rapper Snoop Dogg cancels Wednesday's concert at New York State Fair: A little more than 24 hours before he wa... http://t.co/kAPMMUFmGB
3976,snoop dogg,3,(Utica OD) Snoop Dogg cancels Wednesday show at State Fair: Rapper Snoop Dogg's concert at the NYS Fair schedu... http://t.co/gRVLO1r9cO
3977,snoop dogg,3,Snoop Dogg cancelled his performance at the fair tomorrow... Turns out he had a prior commitment for Mitch-a-Palooza.
3978,snoop dogg,3,Snoop Dogg canceled the fair. Not even gonna front like that prolly saved a life. Considering someone was stabbed on Saturday #Syracuse
3981,snoop dogg,3,Nas replaces Snoop Dogg at the #NYSFair Wednesday night. Do you like the new act better? http://t.co/hXcKm3Y6is http://t.co/J33d1gLcs6
3985,snoop dogg,3,Snoop Dogg at Late Night with Jimmy Fallon #VMAs http://t.co/KByYBdllHo
3986,snoop dogg,3,"Snoop Dogg was not happy with Roger Goodell on Thursday, so he did what Snoop Dogg does best. http://t.co/Dja5PUQp6m http://t.co/mxmO0FSjWb"
3997,snoop dogg,3,I'm only ok with 3rd floor playing Snoop Dogg this early because I'm still on a gangsta rap high after seeing Straight Outta Compton #dope
3999,snoop dogg,5,I can't stop thinking about the fact that I'm going to be in the presence of Snoop Dogg on Sunday
4001,@microsoft,1,@Microsoft how about you make a system that doesn't eat my friggin discs. This is the 2nd time this has happened and I am so sick of it!
4004,@microsoft,3,If I make a game as a #windows10 Universal App. Will #xboxone owners be able to download and play it in November? @majornelson @Microsoft
4009,@microsoft,1,"After attempting a reinstall, it still bricks, says, ""Windows cannot finish installing,"" or somesuch. @Microsoft may have cost me $600."
4013,@microsoft,3,"@spyderharrison @Microsoft the reason I ask is because it may be the manufacturer's fault, and they could help you."
4015,@microsoft,3,OK this is my pure speculation.  @Microsoft owns the cloud compute tech.  @Cloudgine is utilizing the tech.  3rd party devs is open to use.
4016,@microsoft,3,We are still taking registrations for our Education Technology Update with @Acer and @Microsoft on August 28! Visit: http://t.co/lQvTHE6Chb
4018,@microsoft,3,#teens @BillGates 1st company failed miserably. When Gates &amp; @PaulGAllen tried to sell the product it wouldn't work #nevergiveup @Microsoft
4022,@microsoft,3,@trucker_squigz @Microsoft @MISpeedway @nationwide88 Cant wait to see you up here. I will be at the race on sun
4024,@microsoft,3,@ScottArbeit @GabeAul @Microsoft isntall the newest version and you may chance your mind!
4026,@microsoft,3,@kenttaylor333 @YourAnonNews @Microsoft the option should be in Windows update. You've got a month. Clean install may be better...
4031,@microsoft,3,"@ForbesRussia #MBA #casestudy Namaste 2 #google and @Microsoft's CEOs, but #Multiculturals mttr!May B the era of Bad Translations wd B Over?"
4033,@microsoft,1,"After 75 minutes of being on hold with @Microsoft in India 1-800-936-5700 ""Adrian"" wants to transfer my call again (3rd time) #Windows10Fail"
4036,@microsoft,1,@Microsoft Heard you are a software company. Why then is most of your software so bad that it has to be replaced by 3rd party apps?
4037,@microsoft,3,@ProfessorF @gilwuvsyou @Microsoft @LivioDeLaCruz We already knew the media march in ideological lockstep but it is nice of him to show it.
4039,@microsoft,5,I traveled to Redmond today. I'm visiting with @Microsoft @SQLServer engineers tomorrow - at their invitation. Feeling excited.
4041,@microsoft,1,"@Microsoft @Windows Daily windows updates suck! W/ all the $$$ and drones U have working 4 U, maybe U guys could get it right the 1st time?"
4044,@microsoft,5,Pet adoptions are $10 this Friday @BFAS_LA thanks to @Microsoft @Windows. #Upgradeyourworld with a new best friend! http://t.co/0aI2QiBbCR
4048,@microsoft,3,"HERE today, gone tomorrow- but still here! A short note on Nokia's patent deals with @Microsoft and @Alcatel_Lucent  http://t.co/y5wFgUygFD"
4049,@microsoft,1,"@Microsoft ""For a limited time""   What about an eternally lasting NO &amp; plz shove Cortana where the sun doesn't shine http://t.co/RLKSqTMneH"
4057,@microsoft,5,@Microsoft - congratulations on the 20th Birth Anniversary of @Windows 95.  20 years since we've come to love you (&amp; backward compatibility)
4059,@microsoft,3,@SuzanneMalveaux @hollyrpeete @Microsoft @sfujita55 @TeamGleason @rocsidiaz FYI Suzanne was my 1st choice 2 b my biographer but GOD made it
4061,@microsoft,1,@Microsoft @MicrosoftHelps For the 2nd time I have been charged for something I wasnt made aware of. Person on the phone didn't care.
4062,@microsoft,1,"I hate you @Adobe, u crash more then any other application Tho @Microsoft office ur close 2nd U both can share #firstplace 4 my dislike 2day"
4063,@microsoft,1,Appalling experience with @Microsoft helpline. 2hrs on phone &amp; counting. Now on hold to speak 6th rep so far @MicrosoftHelps Not impressed!!
4065,@microsoft,3,@joebelfiore @GabeAul @Microsoft @Lumia @satyanadella plz add L1520 in the 1st wave of windows10 phones release.plz dont hurt ur diehardfans
4067,@microsoft,3,have u suggested to @microsoft that going shopping&amp;doing the gardening may b a workaround?U cd b on to something! :) https://t.co/mzkb5jTUXt
4071,@microsoft,3,Predictive Analytics with @Microsoft #Azure #MachineLearning 2nd ed. Now available. http://t.co/frOUbXXOzU @MSAdvAnalytics
4076,@microsoft,3,@BundyB @Microsoft I may have missed that memo. (Also about time)
4077,@microsoft,3,@KasweshiLwiimbo @Microsoft will be presenting on the 4th I will come we talk about some stuff
4081,@microsoft,1,Why does @Microsoft make it so hard to reset my @skype password? RIDICULOUS. Still not sure why password stopped working in the 1st place!
4087,@microsoft,1,@microsoft ur company will give me my 500 pounds plus the cost of the laptop on Monday for what u did to my laptop!
4090,@microsoft,1,"Hey @Microsoft, fuck you. I don't have Internet until Thursday and my Xbox one won't even let me sign onto my account offline."
4091,@microsoft,3,@Google &amp; @Lenovo fell in love with the same e. Does this make @Microsoft the 3rd wheel? http://t.co/kuHeZJ3h3f
4095,@microsoft,3,@Microsoft  turns to @Dell  and @HP  to help get Surface into the office http://t.co/54JIFKE6IF
4096,@microsoft,3,@clayton_simms @Microsoft I might but I'm gonna wait a bit to see if they patch it. You coming sat?
4100,ac/dc,5,"6 years ago this weekend, I saw AC/DC at United Center on a Friday and Blink-182 in Tinley the next day. it was the best weekend ever."
4106,ac/dc,5,"@annkillion Best day on the Green for me was Aerosmith, Foreigner, Pat Travers, Van Halen, AC/DC, (July 23, 1978)."
4107,ac/dc,3,Why would anyone want to form a Metallica cover band? What is the upside-one day if they are lucky they may open for an AC/DC cover band?
4108,ac/dc,5,@suziperry Also I am off to New York in 7 days to see AC/DC (my ultimate faves) for the 29th time-followed by Van Halen the night after!
4113,ac/dc,5,When you realize classes start the 9th so the AC/DC concert will be the best concert since Eminem and Jay-Z #thatwasgoat
4115,ac/dc,5,1981 Gino is pretty damn impressed with 2015 Gino for going to see AC/DC in Foxborough on Saturday.
4118,ac/dc,5,AC/DC will win #rock1000 with Thunderstruck! Has not won before but come 2nd at least once! @therockfm
4120,ac/dc,5,Fuck it. Closed the job down early to grab a flight to Boston for AC/DC concert tomorrow. Ride the highs of free money yo. #LookoutBoston
4123,ac/dc,5,"@GoldenBrookss @hab4lyf73  Right now, don't have any for the weekend. By Tuesday heading to AC/DC concert and then NYC!"
4126,ac/dc,5,Surprising my mom with AC/DC tickets for Wednesday. Just going to show up
4127,ac/dc,5,Sitting 14th row for AC/DC tonight!! Let's go!
4128,ac/dc,5,Still can't believe I'm going to see AC/DC tomorrow
4133,ac/dc,5,"I just realized I'm seeing AC/DC tomorrow. Holy shit, I've waited nearly a year for this!"
4134,ac/dc,5,"This time tomorrow AC/DC will be melting my fucking face off along with 82,000 other faces. #acdc #MetLife"
4136,ac/dc,3,"What's going on Wednesday? (AC/DC, Earth, Joseph Arthur, Darwin Deez, Jason Lescalleet, Alessia Cara, more) http://t.co/UBGX2eApJ3"
4137,ac/dc,5,I can't even begin to tell you how excited I am to go see AC/DC tomorrow http://t.co/APSkCbG9Wx
4138,ac/dc,5,The day sure snaps awake when your 1st tune is Back in Black by AC/DC !! Good Wednesday #HR !! #HRMusicShare #HRPositive
4139,ac/dc,5,Totally just got reminded I'm going to see AC/DC on the 20th!!! Wooo!!!
4140,ac/dc,3,Tweets about AC/DC establish Ashley Madison hack suspect - The hacker behind the recent Ashley Madison leak may ha... http://t.co/8RKJTKhya2
4144,ac/dc,5,We're excited to announce that AC/DC tribute band Big Jack will take the main stage at Fall Jam on Sunday September 27th!
4150,ac/dc,3,Did a love of AC/DC just out the identity of Ashley Madison's hacker?: A love of AC/DC may have inadvertently ... http://t.co/NdfOqs0hIU
4151,ac/dc,3,AC/DC tweets raise suspicions about Ashley Madison hacker's identity: A love of AC/DC may have inadvertently o... http://t.co/e51hUs50P7
4152,ac/dc,3,@adam_wadey remind her she was dancing to AC/DC last Sat night...
4154,ac/dc,3,"Fly on the Wall [Remaster] by AC/DC (CD, Jul-2003, Epic (USA)) http://t.co/0Ufz1Lv0x2 #music http://t.co/limP2KUfbU"
4162,ac/dc,5,"AC/DC tonight...One Direction on saturday, lets get itttttt #BigOsBumping"
4176,ac/dc,5,I really wish I was going to see AC/DC this Tuesday...
4178,ac/dc,5,AC/DC is rocking out Perth's Domain Stadium in November... and we want you to be there!  Listen out for the cue... http://t.co/Ycra9z4MJn
4179,ac/dc,5,"Anxiously looking forward to AC/DC on Tuesday night with Bob Wilson, Kyle Wilson and Kelsey Suisse!  Who else is going???"
4180,ac/dc,3,@GaryBailey23 the 3rd didn't have a sound track by AC/DC
4181,ac/dc,5,"Kinda sucks that the AC/DC concert is tomorrow cause I can't wait to see them play, but I don't want to go to school"
4183,ac/dc,5,AC/DC tomorrow at Ford Field. Someone is going to be tired on the second day of 6th grade. #butitshisfavoriteband \m/ \m/
4185,ac/dc,5,Only reason im excited for tomorrow is the AC/DC concert
4187,ac/dc,5,Let's see... VaTech/OSU tonight AC/DC tomorrow night NFL kicks off Thursday 5:00 a.m. alarms every morning #startschoolyearoffwithnosleep!
4188,ac/dc,5,I'm going to the AC/DC concert tomorrow!
4191,ac/dc,5,AC/DC with family tomorrow night in Detroit Rock City! LETS GO
4193,ac/dc,5,"I can't tell you how much I am looking forward to AC/DC concert with my son in December. Um...OK, I can. Lots."
4197,ac/dc,3,@downsviewpark What is your food and drink policy for the AC/DC concert tomorrow night?
4199,ac/dc,5,I wanna go see AC/DC so bad on the 15th.
4202,amazon,3,"AMAZON. This amazing company sells anything available under the sun, including ""Cloud"". Absolute disruption."
4205,amazon,3,"I've just listed this book for sale on Amazon. This is the 3rd edition, revised, of a thorough, 410-page... http://t.co/Q1S6KoFDiY"
4206,amazon,3,May all the items saved for later in your Amazon basket increase in price #moderncurses
4208,amazon,3,@VesperAkiri The item may be sold by a number of sellers or Amazon directly which could change delivery estimations. Do you have a link? ^KW
4216,amazon,3,"Drone Drop-Offs at Your Door Won't Happen until the FAA Delivers: At a NASA convention in July, Amazon... http://t.co/zOfvTy2uvR #Amazon"
4224,amazon,3,"When Apple brings games to AppleTV tomorrow, it will matter because unlike OUYA, Amazon. Razer, etc, Apple has 10's of millions of AppleTVs"
4227,amazon,3,@BritishGasHelp Hi guys I changed my tarif over to fix and reward sept 16 and it came with a Amazon voucher when will I receive this ?
4229,amazon,3,@SilentCoda @CobraOrlando @yankeejack I just ordered several mongoose from Amazon. They'll be on my doorstep tomorrow morning.
4230,amazon,3,Umm I maybe spent more money than I should have today oops. Well hopefully the sphero Amazon order dosnt come until Friday at the very least
4233,amazon,3,". @bzamayo I think you're right. Given Amazon's advances with Alexa Skills Kit and Echo, a 3rd party Siri API has got to be on the cards."
4235,amazon,3,Yuckiest Food in the Amazon due Thursday!
4247,amazon,3,@Oscar_Mayers12 Amazon rentals. They'll charge you till the end of December but you can extend the time you use it
4248,amazon,3,@_tomcc Amazon released it on Friday. It doesn't have in game music though. Is it suppose to?
4252,amazon,5,CINCH YOUR SADDLE is live on Amazon!  Only 99 cents until tomorrow evening.Thank you gift! http://t.co/J5t7LzjquS http://t.co/MOO1hUsmIQ
4253,amazon,5,Happiness cause Amazon just notified me that my Bluray version of Gotham will be here tomorrow!
4254,amazon,5,Need a job?! Amazon will be on campus tomorrow prepared to offer jobs on the spot!! 10-4pm CST http://t.co/W59JiChyD3
4259,amazon,3,Well one $99 Amazon prime fiasco later my stuff for the game Friday is guaranteed to be here Thursday...I'm counting on u Amazon!
4260,amazon,3,@burninglisa omg i can't use my credit card reward points on preorders and it's not available on amazon until the 18th -_- can u wait?
4261,amazon,3,@BriiiPitts say I need u to help me order my jandals tomorrow off Amazon ... Just to make sure I doing it right okay
4262,amazon,3,Grady Harp - Top 100 Reviewer on Amazon gave my 1st #sophieandscottie book 4 stars and the 2nd book 5 stars. #chapterbooks #juvenilefiction
4264,amazon,3,"there and I added quite a few items to my ""Wish List"" that they have on Amazon for items I may wanna purchase in the future)and earlier"
4267,amazon,3,@grace_march I'll check tomorrow to see if it's on Amazon or Netflix :)
4268,amazon,5,Amazon is offering free two hour shipping or 7.99 one hour shipping. I'm going to have to try this out tomorrow.
4270,amazon,3,my uroboros tracking from amazon is different... i hope that means it's coming via the route that will make it in time for friday delivery!
4271,amazon,3,@SallyTenhoopen no but about to go to bed bc I may get called for 1st...lol. It's a lot to explain...by Ella James. Pull it up on Amazon.
4273,amazon,5,ROSES ARE RED just received its 10th review on Amazon! DOUBLE DIGITS! :D... http://t.co/9Yo4yVnzSF
4274,amazon,1,"Damnit Amazon! When you say you're going to ship something on the 8th, I expect it to ship on the 8th!"
4282,amazon,3,"@MCPEsuggestions got Amazon last Thursday, got IOS last night but the update isn't showing in Google play store yet..."
4283,amazon,3,#TurboKid is already off of Amazon prime for free? NOOO!! Bummer man .I guess my 17th watch of it is gonna be delayed a bit .@turbokidfilm
4286,amazon,3,"Spike Lee on his new project, Amazon's 1st theatrical film release #Chiraq ""Art can impact the world in a positive way and a negative way."""
4289,amazon,3,"5 star SEO Author promotion page designed 2 help come up in the 1st page of search engine results, above Amazon &amp; SWs http://t.co/RtS3AWlyCB"
4294,amazon,3,"Wines of France was scheduled for publication tomorrow, but Amazon released it early. Look inside at http://t.co/Wle3SNe0Wl"
4299,amazon,3,"@Marnie_Riches just finished #thegirlwho pt2,Wow! just Wow! You got a date for part 3 yet? Amazon is saying March 16 but ad says October 15?"
4300,amazon prime,1,Trying to watch Any Given Sunday on Amazon Prime and there's big chunks of the film cut out
4309,amazon prime,1,@jonk I've had several problems with Amazon Prime - Customer service has been a nightmare especially if your items are from 3rd party vendor
4314,amazon prime,5,God bless Amazon Prime just ordered another for delivery tomorrow ... #andbreathe
4315,amazon prime,5,Amazon Prime is pretty nice :D ordered my cousins bday presents Friday and they're already in the nearest usps location.
4316,amazon prime,3,"@letstalkplants1 my package is here,sitting in the P.O;no Priority delivery,on Sunday.They do.it for Amazon Prime???"
4318,amazon prime,5,"@TADAMZZ Those are some big words, I'm hyped. I'm getting it tomorrow, Amazon Prime is a beautiful thing."
4319,amazon prime,3,tfw the 2nd The Hunger Games movie is on Amazon Prime but not the 1st one I didn't watch
4320,amazon prime,5,Ahhhhh I'm getting a turntable tomorrow! Shouts to Amazon Prime one day shipping!
4322,amazon prime,3,@AlanClayFilm Will do!  Hope you'll check out my 1st feature @SurvivingFamily on iTunes and Amazon Prime!
4324,amazon prime,5,@stephaniepratt Made in reality ordered from Amazon Prime - I'll have it tomorrow !!! Cant wait exciting timesxxxx
4330,amazon prime,5,This is on Amazon Prime! Can't wait to see it tomorrow!  http://t.co/i2iqRNdF4V
4332,amazon prime,5,@KingsHillChat love Amazon Prime just placed an order and it will be here by lunchtime tomorrow. Great for impatient shoppers like me.
4336,amazon prime,3,"Seeing as you have to be apart of Amazon Prime to watch certain shows, I may have to join to see the rest of The Man in the High Castle."
4338,amazon prime,5,Ordered pair of cardboard cutters Friday on Amazon Prime arrived at my house at 3:32 this morning. I trust the drivers are getting paid well
4339,amazon prime,3,"I started #TheAmericans on Friday courtesy my vacationing cat-owning neighbors with Amazon Prime. Oops. Uh, I'm not paying Amazon myself."
4347,amazon prime,3,Such a retard! Somehow managed to get another trial for Amazon Prime and I've forgot to cancel it for a 2nd time
4348,amazon prime,1,"Great, my cables have now been bumped from being delivered today to friday. Thanks Amazon Prime, really feeling the worth here."
4351,amazon prime,3,I like testing Amazon Prime shipping so I don't order shit till 5:00 on a Friday to see if they can get it here by Saturday...
4353,amazon prime,5,Just got my The Great Unknown  download Free on Amazon Prime! Sounds great!!! @ThisIsRobThomas it  just may be my new favorite CD!
4357,amazon prime,3,I'm a sociologist with an Amazon Prime account; I also eat strawberries in December. I am the problem!
4358,amazon prime,3,Amazon Prime now delivers alcohol to fuel your drunk online shopping: http://t.co/iYwzcSkJB5 said on Tuesday it... http://t.co/xyIpzYvwye
4361,amazon prime,1,"Amazon Prime is a lie. It said my stuff would be delivered by Monday. Its Wednesday, and still hasn't arrived. Tracking doesn't make sense."
4368,amazon prime,5,Ordered some stuff off Amazon for the stream! should be here Saturday because of my free Amazon Prime trial that expires tomorrow.
4369,amazon prime,5,When you're sick of waiting for a book to come in from BN so you ask your husband to order it via Amazon Prime. Yup. Getting it Saturday.
4373,amazon prime,5,Just had my 1st experience with Amazon Prime. Holy. Crackers. Amazing.
4374,amazon prime,5,I just found Quest for Camelot on Amazon Prime. My Sunday afternoon is complete
4375,amazon prime,5,I'm so impressed with Amazon Prime. I bought these DVDs yesterday and they delivered the next day on a Sunday. http://t.co/Xb0PqlOJvQ
4378,amazon prime,3,Ship by region provision may augment Amazon Prime's two day shipping deal: http://t.co/79tuJxhAVw
4379,amazon prime,3,"Traveling just got a bit more pleasant for Amazon Prime subscribers. On Tuesday, the online retail giant announced&amp;nbsp;that it's now"
4381,amazon prime,1,"Amazon Prime fucks me off so much, like you get really into something and then after like the 3rd season you have to pay. FUCK OFF."
4385,amazon prime,3,@darthgm a) I only just now found out about Force Friday what the hell. b) Amazon Prime those blasters.
4392,amazon prime,5,"@strawbsoda I just got Amazon prime last night and ordered a new mouse pad, and it's gonna be here TOMORROW woo"
4399,amazon prime,1,Amazon prime is literally a lie....I ordered a book LAST MONDAY &amp; it still isn't here. do better @amazon
4400,amazon prime day,5,"For any Amazon Prime members, today is AMAZON PRIME DAY! Which is said to be bigger than Black Friday. If you are... http://t.co/jIZZ5tQyuq"
4402,amazon prime day,5,"Shop on Amazon Prime Day with us!  More deals than black friday, and 7% goes back to patients http://t.co/H5vMpMz3gg"
4408,amazon prime day,5,"Amazon Prime Day, July 15th All Day, One Day Only Lots of good deals, check it out #happyprimeday... http://t.co/C56fTxkj3E"
4409,amazon prime day,1,"I was really excited for the Amazon Prime Day sale, but everything is garbage. Better than Black Friday my butt!"
4410,amazon prime day,5,Today is Amazon Prime Day.  Today is the best day to buy.  July 15th only. http://t.co/mfrBPDpL0L #savemoney
4413,amazon prime day,1,"Amazon Prime Day its better than black friday if you are into buying useless crap. This ""sale"" isn't worth having Prime at all."
4414,amazon prime day,3,"Amazon Prime Day, but instead it's just Wednesday."
4415,amazon prime day,1,Is it me ... Or is the Amazon Prime Day ... Sucks . I have yet to find a great Better than Black Friday Deal! Damn I was excited too!
4416,amazon prime day,5,"WOOHOOO! They have released a list of the sneak peek deals for Amazon Prime Day tomorrow! Cheap Nikon Cameras,... http://t.co/iFxPpGGs8d"
4422,amazon prime day,1,Amazon Prime Day will be like Black Friday! I guess because I'm just as disappointed?
4425,amazon prime day,1,"Amazon Prime Day disaster: 16 people who may never get over it: Amazon Prime Day, despi... http://t.co/rhQjPgJcaG http://t.co/uag8Lw1DTu"
4438,amazon prime day,1,"Amazon Prime Day is to Black Friday, as a root canal is to Christmas Day.   The hype didn't live up to the delivery."
4439,amazon prime day,1,"Amazon Prime Day is a bust. This was going to replace Black Friday? Now I feel justified in sleeping through ""sales."" #AmazonPrimeDay"
4441,amazon prime day,1,I knew Amazon Prime Day was destined to fail when I saw it was held on the 15th. 15 is composite not prime... #PrimeDayFail
4446,amazon prime day,5,What have you scored today?   It's Amazon Prime Day ~ More Deals Than Black Friday! #HappyPrimeDay ----&gt; http://t.co/yKhWFKrvH3
4448,amazon prime day,5,Amazon Prime Day: All you need to know about day with 'more deals than Black Friday' http://t.co/vBmAPTFHq0
4453,amazon prime day,3,Did you know that 'Amazon Prime Day' was Trending Topic on Wednesday 15 for 3 hours in Glasgow? http://t.co/WFzRrXFrr2 #trndnl
4455,amazon prime day,5,"People may be complaining about Amazon Prime Day deals, but I got myself a lovely camera for my trip. So flippin' excited!!!"
4457,amazon prime day,3,Only TWO spots remain in my July 26th camera workshop. There's just two hours left to get my Amazon Prime Day... http://t.co/BMvufAURd7
4458,amazon prime day,1,"We have finally discovered a day of the week worse than Monday: Amazon Prime Day. Seriously, Monday &gt; Prime Day. #PrimeDay #PrimeDayFail"
4459,amazon prime day,1,"Amazon Prime day is like going on the 3rd date with a gal, and when you finally get her panties off she got a dick!"
4465,amazon prime day,1,So it turns out Amazon Prime Day *did* turn out a lot like Black Friday--overhyped and not worth the time. #BitterOldManTweet
4466,amazon prime day,1,Amazon Prime Day? Amazon Scam Day is more like it. More deals than Black Friday my ass! http://t.co/ErRgfAbaXt http://t.co/y73hvTOy9Z
4467,amazon prime day,3,Why was Amazon Prime Day on the 15th? That's not a prime number. Should have been the 17th #Math
4470,amazon prime day,3,Amazon Prime Day really was better than Black Friday; I could look at all the crap I didn't want from the comfort of my own home.
4474,amazon prime day,3,Amazon Prime Day:  34.4 million items ordered breaking all Black Friday records with 398 items ordered per second.
4477,amazon prime day,5,Have you heard about Amazon Prime day? Don't miss it - July 15th! Yay! #ad #PrepForPrime @amazon #HappyPrimeDay  http://t.co/tBGCP9MHbV
4479,amazon prime day,3,Breaking nose: Amazon prime day is rescheduled to the 50th of winter solstice to return on black friday. #goodnews #amazonprimeday
4483,amazon prime day,3,Amazon Claims Prime Day As Big As Black Friday: Amazon Prime Day netted the e-commerce... http://t.co/4A5KFxGGSL via @TheDrum
4484,amazon prime day,3,"See what's going on in the world of ecommerce including Amazon Prime Day, eBay Q2 results and Apple Pay news http://t.co/Tjctxry03b"
4485,amazon prime day,5,Despite all the funny posts about lack of discounts...Amazon Prime Day sales beat Black Friday http://t.co/ncjCn42ZNO
4486,amazon prime day,5,Amazon Prime Day beats Black Friday sales: we're at the edge of the mobile shopping era http://t.co/7NqbNQ8IYZ via @TheDrum
4487,amazon prime day,3,Amazon Prime Day: Worst Sale Ever or Huge Success? - It was dubbed the next best thing to Black Friday. It caused ... http://t.co/s3l9P6xD04
4488,amazon prime day,5,Amazon Prime Day Tops Biggest Black Friday for the Company: Amazon's first Prime Da.. http://t.co/eHOSR5aTmH http://t.co/jOhD6V4ZPf
4491,amazon prime day,3,Amazon Prime Day: Thirteen Days in September: The Dramatic Story of the Struggle for Peace:  http://t.co/8PxNGDl8dr
4493,amazon prime day,3,Is Amazon Prime Day really the new Black Friday? Our Insight team take a look: http://t.co/A8o9Html9u
4494,amazon prime day,3,"http://t.co/0yYKgupOm0 Amazon Prime Day beat Black Friday, but did they make any money? via @SupplyChain247 #logistics #supplychain"
4499,amazon prime day,3,"Marketing &amp; Sales, 3 marketing lessons from Amazon Prime Day: Even though the social media world may h... http://t.co/I2y3TpO9ki Modesto"
4500,angela merkel,3,"By Suzanne Moore, Monday 13 July 2015 The Guardian This time, it's not me who says that! //RO Angela Merkel and... http://t.co/rncM7jpDkn"
4501,angela merkel,3,"Does @macleansmag still believe that Ms. Angela Merkel is the ""real leader of the free world""?  http://t.co/isQfoIcod0 (Greeks may disagree"
4505,angela merkel,3,"By Michael Nienaber BERLIN, July 10 (Reuters) - The parties in Angela Merkel's coalition government sent conflicting signals on the latest"
4507,angela merkel,3,When you spend the day being Angela Merkel to 9th graders and then leave your bag in an uber. #Cant
4508,angela merkel,3,"@NiamhPuirseil Nicola S, Theresa May, Liz Kendall &amp; Angela Merkel. But I'm wrong about the last one, right? I just see her everywhere ATM."
4509,angela merkel,3,Young Palestinian asylum seeker breaks down when Angela Merkel explains to her why she can't stay in Germany http://t.co/eBekjTJeEF
4512,angela merkel,3,Perhaps Prime Minister's Questions would be better if policy victims asked the questions. See this with Angela Merkel http://t.co/UiuS1GChuZ
4515,angela merkel,3,Politics in hard some times Angela Merkel's response to a Palestinian girl in tears about her eminent deportation http://t.co/u6LrxL62AR
4516,angela merkel,3,"Angela Merkel tells sobbing teenage refugee slated for deportation that Germany ""just can't manage"" to help everyone http://t.co/ycbO01W8X5"
4517,angela merkel,3,"may not agree with Angela Merkel on a lot, the fact that the UK refuses to accept a fair share of EU refugees is conveniently missing from.."
4518,angela merkel,5,"The best politicians tell people the truth, not what people want to hear.  Angela Merkel is awesome!  http://t.co/INXtjEBiyJ"
4519,angela merkel,3,Angela Merkel and a Palestinian asylum seeker:http://t.co/skU8zM7Slh Get civilized Islam! Stop crowding our world with your barbaric ways.
4521,angela merkel,3,Angela Merkel is a true leader . She has to tell a 14yr girl she cant have everyone stay in Germany http://t.co/KRiuHppCiH
4522,angela merkel,3,This is some background on Angela Merkel &amp; the Palestinian girl you may have heard about.  http://t.co/aUMZ8j5EKC via @voxdotcom
4525,angela merkel,3,Contrasts 20th-21st cent. Angela Merkel understands Quantum Physics. Does she have political depth for long term German survival?
4527,angela merkel,1,I don't agree with Germany bailing out Greece for the 3rd time.Angela Merkel is retarded and this New World Order is a senseless stupid idea
4530,angela merkel,3,"'Angela Merkel' stars in lesbian magazine ad: Wednesday sees the launch of new magazine ""Straight,"" aimed at g... http://t.co/7hUcJ0F0qI"
4532,angela merkel,3,"Slavoj Zizek: How Alexis Tsipras and Syriza Outmaneuvered Angela Merkel and the Eurocrats (In These Times, Jul 23) http://t.co/enTw95Vvwz"
